license_id,tw_product,form,ingredient
衛部藥製字第060173號,"""Estrong"" No.6 Hemodialysis Concentrate RS252(A) & ""Estrong"" No.6 Bicarbonate Concentrates Powder, RSP-1(B)",透析用液劑+透析用粉劑,ACETATE;;CALCIUM;;POTASSIUM;;MAGNESIUM;;SODIUM;;BICARBONATE;;DEXTROSE;;CHLORIDE;;SODIUM CHLORIDE;;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O);;ACETIC ACID GLACIAL( eq to GLACIAL ACETIC ACID);;DEXTROSE MONOHYDRATE;;SODIUM CHLORIDE;;POTASSIUM CHLORIDE;;CALCIUM CHLORIDE DIHYDRATE
衛部藥製字第060174號,"Pitavastatin F.C. Tablets 2mg ""CYH""",膜衣錠,PITAVASTATIN CALCIUM
衛部藥製字第061525號,Flutimy Nasal Spray 27.5 mcg/spray,鼻用懸液劑,FLUTICASONE FUROATE
衛部藥製字第061526號,"Eunox Tablets 2 mg ""Macro""",錠劑,ESTAZOLAM
衛部藥製字第061527號,Raberiet E.C. Tablets 20 mg,腸溶膜衣錠,SODIUM RABEPRAZOLE
衛部藥製字第061528號,"""IUAN"" Heparin Sodium Injection EP 5000 IU/mL",注射劑,HEPARIN SODIUM
衛部藥製字第061530號,"Gadoterate Meglumine ""F.L.""",粉劑,
衛部藥製字第061531號,"U-WELL Cream ""Weidar""",乳膏劑,BETAMETHASONE VALERATE;;TOLNAFTATE;;IODOCHLORHYDROXYQUIN;;GENTAMICIN SULFATE
衛部藥製字第061546號,Pacxib Powder for Solution for Injection 40 mg,凍晶注射劑,PARECOXIB SODIUM
衛部藥製字第061547號,Xinlis film-coated tablets 20 mg,膜衣錠,TADALAFIL
衛部藥製字第061548號,Sunmuk granules 600 mg,內服顆粒劑,ACETYLCYSTEINE
衛部藥製字第061549號,Cialis Film-Coated Tablets 5mg,膜衣錠,TADALAFIL
衛部藥製字第061550號,Cialis Film-Coated Tablets 20mg,膜衣錠,TADALAFIL
衛部藥製字第061553號,GMS TRODAT-1•3HCl,原料藥粉末,
衛部藥製字第061554號,Ceisdine Daily F.C. Tablets 40mg,膜衣錠,FAMOTIDINE
衛部藥製字第061555號,Standwell film-coated tablets 5 mg,膜衣錠,TADALAFIL
衛部藥製字第061572號,"Clotrimax Vaginal Suppositories 200mg ""Weidar""",陰道栓劑,CLOTRIMAZOLE
衛部藥製字第061573號,Eulidan F.C. Tablets 50 mg,膜衣錠,NICAMETATE CITRATE
衛部藥製字第061574號,Risumo Cold & Flu Tablet,錠劑,CAFFEINE ANHYDROUS;;DL-METHYLEPHEDRINE HCL;;CARBINOXAMINE MALEATE;;DEXTROMETHORPHAN HBR;;ACETAMINOPHEN (EQ TO PARACETAMOL)
衛部藥製字第061579號,"Hemodialysis concentrate A168D1K ""CHI SHENG""",透析用液劑,DEXTROSE MONOHYDRATE;;ACETIC ACID GLACIAL( eq to GLACIAL ACETIC ACID);;CALCIUM CHLORIDE DIHYDRATE;;SODIUM CHLORIDE;;MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O);;POTASSIUM CHLORIDE
衛部藥製字第061580號,"""Wu Fu""Latropine Eye Drops 0.05% SDU",點眼液劑,ATROPINE SULFATE
衛部藥製字第061581號,Gendelin Cream,乳膏劑,PENCICLOVIR
衛部藥製字第061794號,Scaxenan Cream,乳膏劑,DEXAMETHASONE;;CROTAMITON
衛部藥製字第061795號,Pistatin F.C. Tablets 2mg,膜衣錠,PITAVASTATIN CALCIUM
衛部藥製字第061796號,Sopregnant 8% Vaginal Gel,陰道用凝膠劑,PROGESTERONE
衛部藥製字第061797號,PEMETREXED DISODIUM HEPTAHYDRATE “SPT”,（粉）,
衛部藥製字第061798號,Xinlis film-coated tablets 5 mg,膜衣錠,TADALAFIL
衛部藥製字第061799號,Comide Extended Release Tablets 36mg,持續性藥效錠,METHYLPHENIDATE HCL
衛部藥製字第061807號,"Hemodialysis concentrate A-168D1 ""CHI SHENG""",透析用液劑,MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O);;CALCIUM CHLORIDE DIHYDRATE;;SODIUM CHLORIDE;;DEXTROSE MONOHYDRATE;;ACETIC ACID GLACIAL( eq to GLACIAL ACETIC ACID);;POTASSIUM CHLORIDE
衛部藥製字第061808號,Ulodoxin F.C. Tablets 8 mg,膜衣錠,SILODOSIN
衛部藥製字第061809號,Ulodoxin F.C. Tablets 4 mg,膜衣錠,SILODOSIN
衛部藥製字第061810號,Estengy HCTZ F.C. Tablets 5/160/12.5 mg,膜衣錠,"VALSARTAN;;HYDROCHLOROTHIAZIDE (EQ TO 3,4-DIHYDROCHLOROTHIAZIDE);;AMLODIPINE BESYLATE"
衛部藥製字第061811號,Norepinephrine Injection “TBC”,注射劑,NOREPINEPHRINE BITARTRATE (MONOHYDRATE)
衛部藥製字第061812號,"Hemodialysis concentrate A-188D1""CHI SHENG""",透析用液劑,DEXTROSE MONOHYDRATE;;ACETIC ACID GLACIAL( eq to GLACIAL ACETIC ACID);;CALCIUM CHLORIDE DIHYDRATE;;SODIUM CHLORIDE;;MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O);;POTASSIUM CHLORIDE
衛部藥製字第061827號,Anti-G Antiseptic Solution 2%,外用液劑,20% CHLORHEXIDINE GLUCONATE SOLUTION
衛部藥製字第061828號,Taipei Oxygen Medical Oxygen-Central Region,醫用氣體(氣態),
衛部藥製字第061829號,Levon 20mg Film-Coated Tablets,膜衣錠,SILDENAFIL CITRATE
衛部藥製字第061830號,Tunbye 40mg powder for solution for injection,凍晶注射劑,PARECOXIB SODIUM
衛部藥製字第061831號,Ulmago Tablets,錠劑,MAGNESIUM OXIDE HEAVY
衛部藥製字第061834號,“UHC” MgO Tablets,錠劑,MAGNESIUM OXIDE HEAVY
衛部藥製字第061836號,Ifyan F.C. Tablets 400 mg,膜衣錠,IBUPROFEN
衛部藥製字第061845號,Xinclame Ophthalmic Solution,外用液劑,MOXIFLOXACIN HYDROCHLORIDE
衛部藥製字第061846號,Taipei Oxygen Medical Oxygen-Central Region (short-termuse),醫用氣體(氣態),oxygen
衛部藥製字第061847號,Tacrolimus (Process B) “C.C.S.B.”,（粉）,
衛部藥製字第061848號,Difelikefalin acetate “C.C.S.B.”,粉劑,
衛部藥製字第061849號,Safeplus Antiseptic Skin Cleanser 2% (Chlorhexidine),外用液劑,20% CHLORHEXIDINE GLUCONATE SOLUTION
衛部藥製字第061860號,Actos Tablets 15mg,錠劑,PIOGLITAZONE HYDROCHLORIDE
衛部藥製字第061861號,Actos Tablets 30mg,錠劑,PIOGLITAZONE HYDROCHLORIDE
衛部藥製字第061863號,"Lacosa Syrup 10mg/mL ""Kojar""",糖漿劑,Lacosamide
衛部藥製字第061865號,"Cloburate Cream 0.5mg/gm ""Sinphar""",乳膏劑,CLOBETASONE BUTYRATE
衛部藥製字第061867號,ACTOSMET 15／850 mg Film Coated Tablets,膜衣錠,PIOGLITAZONE HYDROCHLORIDE;;METFORMIN HCL (EQ TO METFORMIN HYDROCHLORIDE)
衛部藥製字第061868號,Prucalo Film-Coated Tablets 2mg,膜衣錠,Prucalopride succinate
衛部藥製字第061870號,Nifibro soft capsule 150 mg,軟膠囊劑,Nintedanib ethanesulfonate
衛部藥製字第061871號,Nifibro soft capsule 100 mg,軟膠囊劑,Nintedanib ethanesulfonate
衛部藥輸字第026657號,Symbicort Rapihaler 160/4.5ug/dose,氣化噴霧劑,BUDESONIDE;;FORMOTEROL FUMARATE DIHYDRATE
衛部藥輸字第026659號,Telsar 80 (Telmisartan Tablets 80mg),錠劑,TELMISARTAN
衛部藥輸字第026664號,Acebutolol Hydrochloride,（粉）,
衛部藥輸字第026665號,Alvolon 500mg film-coated tablets,膜衣錠,Diosmin
衛部藥輸字第026665號,Alvolon 500mg film-coated tablets,膜衣錠,Diosmin
衛部藥輸字第026666號,Nifedipine,（粉）,
衛部藥輸字第026666號,Nifedipine,（粉）,
衛部藥輸字第026667號,Latuda (lurasidone hydrochloride) 80 mg tablet,膜衣錠,Lurasidone HCl
衛部藥輸字第026667號,Latuda (lurasidone hydrochloride) 80 mg tablet,膜衣錠,Lurasidone HCl
衛部藥輸字第026668號,Latuda (lurasidone hydrochloride) 40 mg tablet,膜衣錠,Lurasidone HCl
衛部藥輸字第026668號,Latuda (lurasidone hydrochloride) 40 mg tablet,膜衣錠,Lurasidone HCl
衛部藥輸字第026670號,ENTRESTO 50mg film-coated tablets,膜衣錠,Sacubitril/Valsartan as Sacubitril Valsartan sodium salt complex
衛部藥輸字第026670號,ENTRESTO 50mg film-coated tablets,膜衣錠,Sacubitril/Valsartan as Sacubitril Valsartan sodium salt complex
衛部藥輸字第026673號,Betaxolol Hydrochloride,原料藥結晶性粉末,
衛部藥輸字第026673號,Betaxolol Hydrochloride,原料藥結晶性粉末,
衛部藥輸字第026674號,Zykadia capsules 150 mg,膠囊劑,Ceritinib
衛部藥輸字第026674號,Zykadia capsules 150 mg,膠囊劑,Ceritinib
衛部藥輸字第026675號,Harvoni Tablets,膜衣錠,Sofosbuvir;;Ledipasvir
衛部藥輸字第026675號,Harvoni Tablets,膜衣錠,Sofosbuvir;;Ledipasvir
衛部藥輸字第026677號,SHIN AMAGASHI ICHOYAKU GRANULES,內服顆粒劑,FENNEL POWDER (FOENICULI POWDER);;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;ZEDOARY;;SCOPOLIA EXTRACT POWDER;;CINNAMON BARK POWDER ( EQ TO POWDERED CINNAMON BARK );;CLOVE POWDER;;SYNTHETIC HYDROTALCITE;;BIODIASTASE
衛部藥輸字第026677號,SHIN AMAGASHI ICHOYAKU GRANULES,內服顆粒劑,FENNEL POWDER (FOENICULI POWDER);;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;ZEDOARY;;SCOPOLIA EXTRACT POWDER;;CINNAMON BARK POWDER ( EQ TO POWDERED CINNAMON BARK );;CLOVE POWDER;;SYNTHETIC HYDROTALCITE;;BIODIASTASE
衛部藥輸字第026678號,"IZBA 30 ug/ml Eye Drops, Solution",無菌眼用液劑,TRAVOPROST
衛部藥輸字第026679號,Estiva-600 (Efavirenz F.C. Tablets 600mg),膜衣錠,EFAVIRENZ
衛部藥輸字第026683號,Oseni Tablets 25mg/30mg,膜衣錠,Alogliptin benzoate;;PIOGLITAZONE HYDROCHLORIDE
衛部藥輸字第026684號,Ondansetron Hydrochloride (Dihydrate),粉劑,
衛部藥輸字第026685號,NESINA MET Tablets 12.5mg/1000mg,膜衣錠,METFORMIN HCL (EQ TO METFORMIN HYDROCHLORIDE);;Alogliptin benzoate
衛部藥輸字第026698號,Voriconazole Sandoz Lyophilized Powder for Injection,凍晶注射劑,VORICONAZOLE
衛部藥輸字第026700號,Nebilet 5 mg,錠劑,Nebivolol
衛部藥輸字第026701號,Floxsafe 400 (Moxifloxacin Tablets 400mg),膜衣錠,MOXIFLOXACIN HYDROCHLORIDE
衛部藥輸字第026702號,"Ceftazidime Kabi 1g, Powder for Solution for injection",乾粉注射劑,CEFTAZIDIME 5H2O
衛部藥輸字第026710號,Acetazolamide,（粉）,
衛部藥輸字第026711號,Pseudoephedrine Hydrochloride,（粉）,
衛部藥輸字第026712號,Clotrisone Cream,乳膏劑,BETAMETHASONE DIPROPIONATE;;CLOTRIMAZOLE MICRONIZED
衛部藥輸字第026713號,TIMOLOL MALEATE,（粉）,
衛部藥輸字第026713號,TIMOLOL MALEATE,（粉）,
衛部藥輸字第026718號,Ondansetron Hydrochloride,（粉）,
衛部藥輸字第026719號,Latuda (lurasidone hydrochloride) 20 mg tablet,膜衣錠,Lurasidone HCl
衛部藥輸字第026719號,Latuda (lurasidone hydrochloride) 20 mg tablet,膜衣錠,Lurasidone HCl
衛部藥輸字第026720號,Alfuzosin Hydrochloride,（粉）,
衛部藥輸字第026721號,Flurazepam Monohydrochloride,（粉）,
衛部藥輸字第026724號,Mecobalamin,（粉）,
衛部藥輸字第026725號,Benzbromarone,（粉）,
衛部藥輸字第026725號,Benzbromarone,（粉）,
衛部藥輸字第026726號,DULOXETINE HYDROCHLORIDE,粉劑,
衛部藥輸字第026726號,DULOXETINE HYDROCHLORIDE,粉劑,
衛部藥輸字第026727號,Ramgic (Tramadol HCl Injection 50mg/ml),注射液劑,TRAMADOL HCL
衛部藥輸字第026728號,Cefalexin Monohydrate,（粉）,
衛部藥輸字第026729號,"""Kern"" Fentanyl Citrate",（粉）,
衛部藥輸字第026730號,Midodrine Hydrochloride,（粉）,
衛部藥輸字第026731號,Minoxidil,（粉）,
衛部藥輸字第026732號,Methylphenidate Hydrochloride,（粉）,
衛部藥輸字第027073號,Glyxambi Film-Coated Tablets 25/5 mg,膜衣錠,LINAGLIPTIN;;Empagliflozin
衛部藥輸字第027073號,Glyxambi Film-Coated Tablets 25/5 mg,膜衣錠,LINAGLIPTIN;;Empagliflozin
衛部藥輸字第027073號,Glyxambi Film-Coated Tablets 25/5 mg,膜衣錠,LINAGLIPTIN;;Empagliflozin
衛部藥輸字第027074號,Glyxambi Film-Coated Tablets 10/5 mg,膜衣錠,LINAGLIPTIN;;Empagliflozin
衛部藥輸字第027074號,Glyxambi Film-Coated Tablets 10/5 mg,膜衣錠,LINAGLIPTIN;;Empagliflozin
衛部藥輸字第027074號,Glyxambi Film-Coated Tablets 10/5 mg,膜衣錠,LINAGLIPTIN;;Empagliflozin
衛部藥輸字第027080號,Ritalin Tablets 10mg,錠劑,METHYLPHENIDATE HCL
衛部藥輸字第027083號,Carboplatin Mylan,注射劑,CARBOPLATIN
衛部藥輸字第027084號,Simethicone (Simeticone),原料藥溶液劑,
衛部藥輸字第027085號,Dimethicone (Dimeticone),原料藥溶液劑,
衛部藥輸字第027086號,Vemlidy film-coated Tablets,膜衣錠,tenofovir alafenamide
衛部藥輸字第027093號,Amlosin 10 (Amlodipine Tablets 10mg),錠劑,AMLODIPINE BESILATE
衛部藥輸字第027094號,Urea,（粉）,
衛部藥輸字第027094號,Urea,（粉）,
衛部藥輸字第027094號,Urea,（粉）,
衛部藥輸字第027095號,Betahistine Dihydrochloride,（粉）,
衛部藥輸字第027095號,Betahistine Dihydrochloride,（粉）,
衛部藥輸字第027097號,Cardus Marianus Extract (Silymarin),（粉）,
衛部藥輸字第027098號,Pharnomide Film-Coated Tablets 100mg,膜衣錠,LEFLUNOMIDE
衛部藥輸字第027099號,Betahistine Mesylate (e.q. Betahistine Dimesilate),原料藥粉末,
衛部藥輸字第027101號,Etodolac,（粉）,
衛部藥輸字第027101號,Etodolac,（粉）,
衛部藥輸字第027102號,IBRANCE Capsules 75 mg,膠囊劑,palbociclib
衛部藥輸字第027102號,IBRANCE Capsules 75 mg,膠囊劑,palbociclib
衛部藥輸字第027103號,IBRANCE Capsules 100 mg,膠囊劑,palbociclib
衛部藥輸字第027103號,IBRANCE Capsules 100 mg,膠囊劑,palbociclib
衛部藥輸字第027104號,IBRANCE Capsules 125 mg,膠囊劑,palbociclib
衛部藥輸字第027104號,IBRANCE Capsules 125 mg,膠囊劑,palbociclib
衛部藥輸字第027107號,Irinotecan Mylan,注射液劑,IRINOTECAN HYDROCHLORIDE TRIHYDRATE
衛部藥輸字第027109號,Hyoscyamine sulphate,（粉）,
衛部藥輸字第027110號,Norit Capsules 200mg,膠囊劑,CHARCOAL ACTIVATED (EQ TO ACTIVATED CHARCOAL)
衛部藥輸字第027110號,Norit Capsules 200mg,膠囊劑,CHARCOAL ACTIVATED (EQ TO ACTIVATED CHARCOAL)
衛部藥輸字第027123號,Escitalopram oxalate,（粉）,
衛部藥輸字第027125號,Aminoven 15% Solution for Infusion,注射劑,L-ARGININE;;L-THREONINE;;L-TYROSINE;;L-METHIONINE;;TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;L-ISOLEUCINE;;L-TRYPTOPHAN;;L-LYSINE ACETATE;;L-ALANINE;;L-PROLINE;;L-SERINE;;L-PHENYLALANINE;;GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL);;L-LEUCINE;;L-HISTIDINE;;L-VALINE
衛部藥輸字第027125號,Aminoven 15% Solution for Infusion,注射劑,L-ARGININE;;L-THREONINE;;L-TYROSINE;;L-METHIONINE;;TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;L-ISOLEUCINE;;L-TRYPTOPHAN;;L-LYSINE ACETATE;;L-ALANINE;;L-PROLINE;;L-SERINE;;L-PHENYLALANINE;;GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL);;L-LEUCINE;;L-HISTIDINE;;L-VALINE
衛部藥輸字第027127號,PanaLife 120mg/5ml,糖漿劑,ACETAMINOPHEN (EQ TO PARACETAMOL)
衛部藥輸字第027129號,KAZEWAN K TABLET,糖衣錠,CHLORPHENIRAMINE MALEATE;;BEZOAR BOVIS;;CAFFEINE ANHYDROUS;;THIAMINE DISULFIDE;;RIBOFLAVIN (VIT B2);;DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;TIPEPIDINE HIBENZATE
衛部藥輸字第027135號,BELKYRA TM (deoxycholic acid) injection,注射液劑,DEOXYCHOLIC ACID (DESOXYCHOLIC ACID)
衛部藥輸字第027135號,BELKYRA TM (deoxycholic acid) injection,注射液劑,DEOXYCHOLIC ACID (DESOXYCHOLIC ACID)
衛部藥輸字第027136號,Pyrazinamide,粉劑,
衛部藥輸字第027137號,Ethambutol Hydrochloride,粉劑,
衛部藥輸字第027138號,Docetaxel Mylan,注射劑,DOCETAXEL ANHYDROUS
衛部藥輸字第027145號,BRILINTA Film-coated Tablets 60 mg,膜衣錠,TICAGRELOR
衛部藥輸字第027146號,Rizatriptan Benzoate,原料藥粉末,
衛部藥輸字第027147號,Jubium (Esomeprazole Gastro Resistant Tablets 40mg),腸溶錠,ESOMEPRAZOLE MAGNESIUM TRIHYDRATE
衛部藥輸字第027685號,Pethidine hydrochloride,（粉）,
衛部藥輸字第027687號,Domperidone,（粉）,
衛部藥輸字第027691號,LORVIQUA Film-Coated Tablets 25mg,膜衣錠,Lorlatinib
衛部藥輸字第027691號,LORVIQUA Film-Coated Tablets 25mg,膜衣錠,Lorlatinib
衛部藥輸字第027693號,Xofluza Tablets 20mg,膜衣錠,baloxavir marboxil
衛部藥輸字第027695號,Ciprofloxacin Hydrochloride,（粉）,
衛部藥輸字第027696號,Clopidogrel Bisulfate,（粉）,
衛部藥輸字第027697號,Rohto Dryaid EX Ophthalmic Liquids and Solutions,點眼液劑,SODIUM CHLORIDE;;HYDROXYETHYLCELLULOSE;;CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE );;POTASSIUM CHLORIDE
衛部藥輸字第027698號,Axcel Dexxon Lozenges,口含錠,DEQUALINIUM CHLORIDE
衛部藥輸字第027698號,Axcel Dexxon Lozenges,口含錠,DEQUALINIUM CHLORIDE
衛部藥輸字第027699號,Scopolamine Butylbromide,（粉）,
衛部藥輸字第027700號,Entecavir Sandoz Film Coated Tablets 0.5mg,膜衣錠,ENTECAVIR
衛部藥輸字第027701號,Entecavir Sandoz Film Coated Tablets 1mg,膜衣錠,ENTECAVIR
衛部藥輸字第027702號,Fluomizin Vaginal Tablets,陰道錠,DEQUALINIUM CHLORIDE
衛部藥輸字第027702號,Fluomizin Vaginal Tablets,陰道錠,DEQUALINIUM CHLORIDE
衛部藥輸字第027703號,Neomycin Sulfate,（粉）,
衛部藥輸字第027705號,Zavicefta 2 g/0.5 g powder for concentrate for solution for infusion,乾粉注射劑,CEFTAZIDIME (5H2O);;Avibactam sodium
衛部藥輸字第027705號,Zavicefta 2 g/0.5 g powder for concentrate for solution for infusion,乾粉注射劑,CEFTAZIDIME (5H2O);;Avibactam sodium
衛部藥輸字第027706號,Sulindac,（粉）,
衛部藥輸字第027707號,ETHANOL (96 PER CENT),液劑,
衛部藥輸字第027707號,ETHANOL (96 PER CENT),液劑,
衛部藥輸字第027708號,Benzalkonium Chloride Solution,原料藥溶液劑,
衛部藥輸字第027710號,Carbocisteine,（粉）,
衛部藥輸字第027712號,Docetaxel STADA,注射劑,DOCETAXEL;;DOCETAXEL
衛部藥輸字第027713號,Fexofenadine Hydrochloride,（粉）,
衛部藥輸字第027717號,Briviact Film-Coated Tablets 100mg,膜衣錠,Brivaracetam
衛部藥輸字第027717號,Briviact Film-Coated Tablets 100mg,膜衣錠,Brivaracetam
衛部藥輸字第027718號,Briviact Solution for Injection 10mg/ml,注射液,Brivaracetam
衛部藥輸字第027718號,Briviact Solution for Injection 10mg/ml,注射液,Brivaracetam
衛部藥輸字第027719號,Briviact Oral Solution 10mg/ml,口服液劑,Brivaracetam
衛部藥輸字第027719號,Briviact Oral Solution 10mg/ml,口服液劑,Brivaracetam
衛部藥輸字第027727號,Buprenorphine Hydrochloride,（粉）,
衛部藥輸字第027728號,Fenofibrate,（粉）,
衛部藥輸字第027729號,Letram 1000 (Levetiracetam F.C. Tablets 1000mg),膜衣錠,LEVETIRACETAM
衛部藥輸字第027730號,Alunbrig film-coated tablets 30mg,膜衣錠,brigatinib
衛部藥輸字第027730號,Alunbrig film-coated tablets 30mg,膜衣錠,brigatinib
衛部藥輸字第027731號,Alunbrig film-coated tablets 90mg,膜衣錠,brigatinib
衛部藥輸字第027731號,Alunbrig film-coated tablets 90mg,膜衣錠,brigatinib
衛部藥輸字第027732號,Alunbrig film-coated tablets 180mg,膜衣錠,brigatinib
衛部藥輸字第027732號,Alunbrig film-coated tablets 180mg,膜衣錠,brigatinib
衛部藥輸字第027733號,"Xarelto film-coated tablets 10mg ""Italy""",膜衣錠,RIVAROXABAN
衛部藥輸字第027734號,"Xarelto film-coated tablets 15mg ""Italy""",膜衣錠,RIVAROXABAN
衛部藥輸字第027735號,"Xarelto film-coated tablets 20mg ""Italy""",膜衣錠,RIVAROXABAN
衛部藥輸字第027736號,Hyoscine Butylbromide,（粉）,
衛部藥輸字第027737號,PIFELTRO Tablet,膜衣錠,Doravirine
衛部藥輸字第027737號,PIFELTRO Tablet,膜衣錠,Doravirine
衛部藥輸字第027737號,PIFELTRO Tablet,膜衣錠,Doravirine
衛部藥輸字第027738號,MYBORTE,凍晶注射劑,BORTEZOMIB
衛部藥輸字第027739號,DELSTRIGO Tablet,膜衣錠,LAMIVUDINE;;TENOFOVIR DISOPROXIL FUMARATE;;Doravirine
衛部藥輸字第027739號,DELSTRIGO Tablet,膜衣錠,LAMIVUDINE;;TENOFOVIR DISOPROXIL FUMARATE;;Doravirine
衛部藥輸字第027739號,DELSTRIGO Tablet,膜衣錠,LAMIVUDINE;;TENOFOVIR DISOPROXIL FUMARATE;;Doravirine
衛部藥輸字第027740號,Pregabalin,（粉）,
衛部藥輸字第027741號,Esomeprazole magnesium,（粉）,
衛部藥輸字第027742號,ERANFU,注射劑,FULVESTRANT
衛部藥輸字第027748號,VITRAKVI 100mg capsule,膠囊劑,Larotrectinib
衛部藥輸字第027748號,VITRAKVI 100mg capsule,膠囊劑,Larotrectinib
衛部藥輸字第027749號,Meloxicam,（粉）,
衛部藥輸字第027750號,Xarelto film-coated tablets 2.5mg,膜衣錠,RIVAROXABAN
衛部藥輸字第027751號,FAMOTIDINE,（粉）,
衛部藥輸字第027752號,Rasteride 0.5mg soft capsule,軟膠囊劑,DUTASTERIDE
衛部藥輸字第027752號,Rasteride 0.5mg soft capsule,軟膠囊劑,DUTASTERIDE
衛部藥輸字第027753號,Lysozyme Hydrochloride,（粉）,
衛部藥輸字第027754號,Acemetacin,（粉）,
內衛成製字第000544號,"TRIZYMASE CAPSULES ""N.C.P.""",膠囊劑,PANCREATIN (DIASTASE VERA);;PEPSIN;;DIASTASE
內衛成製字第000568號,"KINGISTINE OINTMENT ""HEALTH""",軟膏劑,METHYL SALICYLATE
內衛成製字第000645號,KUMUM OINTMENT,軟膏劑,BETANAPHTHOL;;RESORCINOL (RESORCIN);;ALUMINUM SULFATE
內衛成製字第000726號,BOTERASU TABLETS FOR DIARRHEA AND INTESTINAL DISEASES,錠劑,BISMUTH SUBNITRATE (BISMUTH NITRATE BASIC);;BISMUTH SUBGALLATE;;ALBUMIN TANNATE (TANNALBIN)
內衛成製字第000847號,FIVE CRANES MENTHOL CONE,棒劑,L-MENTHOL
內衛成製字第000863號,KingStom Upset Stomach Relief Powder,散劑,MENTHOL;;CLOVE;;GENTIAN (GENTIANAE RADIX);;RHEUM;;CINNAMON (CINNAMON CORTEX ) (CINNAMON BARK);;GLYCYRRHIZA (LIQUORICE);;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;MAGNESIUM CARBONATE
內衛成製字第000879號,NYSMETHYL OINTMENT,軟膏劑,CAMPHOR;;L-MENTHOL ;;METHYL SALICYLATE
內衛成製字第000894號,PHOSTOSE BRAIN TONIC,糖漿劑,CAFFEINE;;QUININE SULFATE;;SODIUM HYPOPHOSPHITE
內衛成製字第000970號,"ENEMA ""JEN SHENG""",浣腸劑,GLYCERIN (eq to GLYCEROL);;SODIUM CHLORIDE
內衛成製字第000975號,REPELLUN CREAM,軟膏劑,DIETHYLTOLUAMIDE
內衛成製字第000979號,GASTROPIN TABLETS,錠劑,BELLADONNA EXTRACT;;MAGNESIUM TRISILICATE;;ALUMINUM HYDROXIDE DRIED GEL
內衛成製字第000983號,BESALBENOL,外用液劑,Compound tincture benzoin;;CHLOROBUTANOL (TRICHLORISOBUTYLIC ALCOHOL);;SALICYLIC ACID;;BENZOIC ACID
內衛成製字第001105號,LOLLINE OIL,外用液劑,METHYL SALICYLATE;;L-MENTHOL
內衛成製字第001108號,KWAN LOONG MEDICATED OIL FRAGRANT GREEN,外用液劑,L-MENTHOL ;;METHYL SALICYLATE
內衛成製字第001126號,NEOLYZIN TABLETS,錠劑,ALUMINUM SILICATE;;ALBUMIN TANNATE (TANNALBIN);;BISMUTH SUBGALLATE;;BISMUTH SUBNITRATE (BISMUTH NITRATE BASIC)
內衛成製字第001285號,GOLD FLOWER EMBROCATION,外用液劑,MENTHOL;;METHYL SALICYLATE
內衛成製字第001319號,"CHIN KONG PILL ""JIN HWU RO""",丸劑,CREOSOTE;;CINNAMON POWDER (CINNAMON CORTEX POWDER);;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;GLYCERIN (eq to GLYCEROL);;SCOPOLIA POWDER;;GLYCYRRHIZA POWDER
內衛成製字第001331號,"DIGESTIVE STOMACH POWDER ""JIN HWU RO""",散劑,CLOVE POWDER;;GLYCYRRHIZA POWDER;;MAGNESIUM CARBONATE;;ZINGER POWDER;;CASSIA POWDER;;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE)
內衛成製字第001341號,"SENYAU ""MIN TONG""",糖漿劑,CAPSICUM TINCTURE;;CAMPHOR
內衛成製字第001347號,GREEN OIL,外用液劑,MENTHOL;;METHYL SALICYLATE;;CAMPHOR;;CAMPHOR;;MENTHOL;;METHYL SALICYLATE;;METHYL SALICYLATE;;MENTHOL;;CAMPHOR;;MENTHOL;;METHYL SALICYLATE;;CAMPHOR
內衛成製字第002607號,"DESINFECT WATER ""Y.Y.""",外用液劑,CRESOL
